"embeddings_max";"embeddings_diff";"embeddings_pca";"tfidf";"word_overlap";"ngram_proportion";"uncommon_proportion";"antonyms";"target"
"";"";"";"0.38660431718813404";"0.948051948051948";"0.2631578947368421";"0.05263157894736842";"0";"4"
"";"";"";"0.551356588345427";"1.0";"0.35714285714285715";"0.07142857142857142";"0";"4.25"
"";"";"";"0.383979734163412";"0.9866666666666667";"0.19047619047619047";"0.047619047619047616";"0";"2.25"
"";"";"";"0.3120168897959028";"0.9111111111111111";"0.23076923076923078";"0.07692307692307693";"0";"2.25"
"";"";"";"0.41396960942984895";"0.9583333333333334";"0.16666666666666666";"0.08333333333333333";"0";"2.75"
"";"";"";"0.5304586908176127";"0.9642857142857143";"0.5263157894736842";"0.05263157894736842";"0";"3.25"
"";"";"";"0.2924457436414908";"0.9166666666666666";"0.2857142857142857";"0.07142857142857142";"0";"2.25"
"";"";"";"0.5494983128080954";"0.9384615384615385";"0.21428571428571427";"0.07142857142857142";"0";"2.75"
"";"";"";"0.2891678940490032";"0.9782608695652174";"0.25";"0.08333333333333333";"0";"2"
"";"";"";"0.3054549421748042";"0.9302325581395349";"0.16666666666666666";"0.08333333333333333";"0";"2.25"
"";"";"";"0.0";"0.5652173913043478";"0.0";"0.1";"0";"2.75"
"";"";"";"0.0";"0.8709677419354839";"0.0";"0.1111111111111111";"0";"1.25"
"";"";"";"0.530843325851946";"0.9827586206896551";"0.4";"0.06666666666666667";"0";"2.5"
"";"";"";"0.39029457088635816";"0.9438202247191011";"0.21052631578947367";"0.05263157894736842";"0";"2.75"
"";"";"";"0.07938249040286033";"0.864406779661017";"0.11764705882352941";"0.058823529411764705";"0";"1.25"
"";"";"";"0.32669273617433225";"0.9444444444444444";"0.4";"0.05";"0";"3.25"
"";"";"";"0.3764082591482138";"0.8837209302325582";"0.2727272727272727";"0.09090909090909091";"0";"2.5"
"";"";"";"0.29201004145735265";"0.9787234042553191";"0.1111111111111111";"0.05555555555555555";"0";"2.5"
"";"";"";"0.3713826586295522";"0.8840579710144928";"0.2222222222222222";"0.05555555555555555";"0";"3.25"
"";"";"";"0.08805737006798364";"0.8888888888888888";"0.15384615384615385";"0.07692307692307693";"0";"2.25"
"";"";"";"0.7082424402851984";"0.9574468085106383";"0.47619047619047616";"0.047619047619047616";"0";"3.75"
"";"";"";"0.5580714291705468";"0.9183673469387755";"0.30434782608695654";"0.043478260869565216";"0";"4"
"";"";"";"0.41958667110836234";"0.9148936170212766";"0.375";"0.0625";"0";"4"
"";"";"";"0.7098173623745558";"0.9305555555555556";"0.5";"0.05555555555555555";"0";"5"
"";"";"";"0.35990912279630904";"0.8085106382978723";"0.2857142857142857";"0.07142857142857142";"0";"3.25"
"";"";"";"0.5310695602757995";"0.9591836734693877";"0.4";"0.06666666666666667";"0";"3.75"
"";"";"";"0.143288387732979";"0.98";"0.08333333333333333";"0.08333333333333333";"0";"2.25"
"";"";"";"0.3880290024622288";"0.9014084507042254";"0.17647058823529413";"0.058823529411764705";"0";"2.25"
"";"";"";"0.33798941489702056";"0.9464285714285714";"0.1875";"0.0625";"0";"2.25"
"";"";"";"0.6545992127593997";"0.9824561403508771";"0.4666666666666667";"0.06666666666666667";"0";"4"
"";"";"";"0.5902431269162302";"0.9821428571428571";"0.4444444444444444";"0.05555555555555555";"0";"3.5"
"";"";"";"0.40664960402065253";"0.9230769230769231";"0.28";"0.04";"0";"3.25"
"";"";"";"0.305293550747332";"0.7297297297297297";"0.13333333333333333";"0.06666666666666667";"0";"2.25"
"";"";"";"0.2754751278464741";"0.9102564102564102";"0.15789473684210525";"0.05263157894736842";"0";"4"
"";"";"";"0.3207337650080495";"0.92";"0.17391304347826086";"0.043478260869565216";"0";"2"
"";"";"";"0.3806163689579042";"1.0";"0.26666666666666666";"0.06666666666666667";"0";"4"
"";"";"";"0.35289637642777844";"0.9130434782608695";"0.3076923076923077";"0.07692307692307693";"0";"4.25"
"";"";"";"0.38468990775493817";"0.873015873015873";"0.23076923076923078";"0.07692307692307693";"0";"3.25"
"";"";"";"0.6524224531117798";"0.9487179487179487";"0.3333333333333333";"0.08333333333333333";"0";"3.5"
"";"";"";"0.40047498994218833";"0.9692307692307692";"0.17647058823529413";"0.058823529411764705";"0";"2.5"
"";"";"";"0.49374415045540954";"0.9444444444444444";"0.2777777777777778";"0.05555555555555555";"0";"4"
"";"";"";"0.3370766479921794";"0.96875";"0.35294117647058826";"0.058823529411764705";"0";"3.75"
"";"";"";"0.61075695743453";"0.9733333333333334";"0.6";"0.05";"0";"4.25"
"";"";"";"0.37239795014291965";"0.9310344827586207";"0.2";"0.05";"0";"1.75"
"";"";"";"0.5270264215200364";"0.9666666666666667";"0.25";"0.041666666666666664";"0";"3.5"
"";"";"";"0.5010850549619881";"0.9782608695652174";"0.25";"0.0625";"0";"3"
"";"";"";"0.45241431540678767";"0.8717948717948718";"0.3333333333333333";"0.05555555555555555";"0";"3.25"
"";"";"";"0.35460307720146844";"1.0";"0.3333333333333333";"0.05555555555555555";"0";"2"
"";"";"";"0.15682354591112807";"0.84375";"0.1111111111111111";"0.037037037037037035";"0";"1.5"
"";"";"";"0.21610758470447355";"0.9753086419753086";"0.2";"0.06666666666666667";"0";"3.5"
"";"";"";"0.40331419722108364";"0.8433734939759037";"0.14285714285714285";"0.03571428571428571";"0";"2"
"";"";"";"0.21459305597022582";"0.7894736842105263";"0.13333333333333333";"0.06666666666666667";"0";"2.5"
"";"";"";"0.6174299052528476";"0.9827586206896551";"0.5555555555555556";"0.05555555555555555";"0";"4.75"
"";"";"";"0.6597416455129972";"0.9878048780487805";"0.42857142857142855";"0.047619047619047616";"0";"4"
"";"";"";"0.4241981856864868";"0.9594594594594594";"0.3888888888888889";"0.05555555555555555";"0";"5"
"";"";"";"0.5164844856416956";"0.9310344827586207";"0.4117647058823529";"0.058823529411764705";"0";"3.75"
"";"";"";"0.14218462017920902";"0.7457627118644068";"0.09090909090909091";"0.09090909090909091";"0";"2.25"
"";"";"";"0.6502073644357712";"0.9508196721311475";"0.3333333333333333";"0.06666666666666667";"0";"5"
"";"";"";"0.527877925817791";"1.0";"0.4";"0.05";"0";"4.5"
"";"";"";"0.37740773730635885";"0.8409090909090909";"0.23076923076923078";"0.07692307692307693";"0";"2.5"
"";"";"";"0.621569817614739";"0.9405940594059405";"0.5483870967741935";"0.03225806451612903";"0";"2.5"
"";"";"";"0.394475466991295";"0.9545454545454546";"0.35294117647058826";"0.058823529411764705";"0";"3"
"";"";"";"0.7085203713473236";"0.926829268292683";"1.0";"0.05555555555555555";"0";"4.25"
"";"";"";"0.4590157389572045";"0.9090909090909091";"0.5";"0.05555555555555555";"0";"3.5"
"";"";"";"0.27570091540324154";"0.8111111111111111";"0.2";"0.05";"0";"3.25"
"";"";"";"0.16051852224742544";"0.84375";"0.1111111111111111";"0.1111111111111111";"0";"1.25"
"";"";"";"0.5488385602338905";"1.0";"0.2857142857142857";"0.07142857142857142";"0";"3.25"
"";"";"";"0.3527471124765888";"0.9019607843137255";"0.13333333333333333";"0.06666666666666667";"0";"2.25"
"";"";"";"0.44343901681289594";"0.9401709401709402";"0.16";"0.04";"0";"2.75"
"";"";"";"0.2666097707345839";"0.9178082191780822";"0.16666666666666666";"0.05555555555555555";"0";"2.5"
"";"";"";"0.3280366205395852";"1.0";"0.1875";"0.0625";"0";"5"
"";"";"";"0.5653717214823605";"0.9583333333333334";"0.4";"0.05";"0";"4"
"";"";"";"0.24176711052521604";"0.7835051546391752";"0.2857142857142857";"0.047619047619047616";"0";"2.75"
"";"";"";"0.059850552042886335";"0.8870967741935484";"0.10526315789473684";"0.05263157894736842";"0";"2.75"
"";"";"";"0.125133207089882";"0.8307692307692308";"0.07142857142857142";"0.07142857142857142";"0";"2"
"";"";"";"0.42089265855345837";"0.9358974358974359";"0.48148148148148145";"0.037037037037037035";"0";"3.5"
"";"";"";"0.2579687126079001";"0.8431372549019608";"0.23076923076923078";"0.07692307692307693";"0";"2"
"";"";"";"0.49598521797160244";"0.9344262295081968";"0.4375";"0.0625";"0";"3.75"
"";"";"";"0.530233122190752";"0.9176470588235294";"0.2777777777777778";"0.05555555555555555";"0";"4"
"";"";"";"0.301865069753409";"0.9259259259259259";"0.1875";"0.0625";"0";"2.25"
"";"";"";"0.37598301332581774";"0.9285714285714286";"0.47368421052631576";"0.05263157894736842";"0";"3"
"";"";"";"0.5918346084680766";"0.9166666666666666";"0.26666666666666666";"0.06666666666666667";"0";"3.25"
"";"";"";"0.5557490987634517";"0.9466666666666667";"0.3125";"0.0625";"0";"4.25"
"";"";"";"0.1711650755213815";"0.7333333333333333";"0.1111111111111111";"0.1111111111111111";"0";"2"
"";"";"";"0.29209938407541236";"0.8260869565217391";"0.16666666666666666";"0.08333333333333333";"0";"2"
"";"";"";"0.28272827310375037";"0.835820895522388";"0.14285714285714285";"0.07142857142857142";"0";"3"
"";"";"";"0.5103708366496573";"0.96875";"0.3125";"0.0625";"0";"5"
"";"";"";"0.6174835678189434";"0.8787878787878788";"0.23529411764705882";"0.058823529411764705";"0";"4.25"
"";"";"";"0.31962950055529216";"0.890625";"0.1875";"0.0625";"0";"3"
"";"";"";"0.3645491371790742";"0.8846153846153846";"0.21052631578947367";"0.05263157894736842";"0";"2"
"";"";"";"0.4204325872837269";"0.9210526315789473";"0.3157894736842105";"0.05263157894736842";"0";"3"
"";"";"";"0.31768859269754013";"0.9130434782608695";"0.125";"0.0625";"0";"2.25"
"";"";"";"0.4550834868722816";"0.9838709677419355";"0.46153846153846156";"0.07692307692307693";"0";"4"
"";"";"";"0.5647517009341652";"0.9775280898876404";"0.2777777777777778";"0.05555555555555555";"0";"4"
"";"";"";"0.4293313955104584";"0.9076923076923077";"0.1111111111111111";"0.05555555555555555";"0";"2.75"
"";"";"";"0.5558260618117432";"0.9";"0.6428571428571429";"0.07142857142857142";"0";"3.25"
"";"";"";"0.23836564697466406";"0.8311688311688312";"0.1875";"0.0625";"0";"4"
"";"";"";"0.562107491686731";"0.9787234042553191";"0.7333333333333333";"0.03333333333333333";"0";"5"
"";"";"";"0.5898981018916231";"0.9253731343283582";"0.47368421052631576";"0.05263157894736842";"0";"4"
"";"";"";"0.5336324321975616";"1.0";"0.43478260869565216";"0.043478260869565216";"0";"2.5"
"";"";"";"0.6149589429794089";"0.9883720930232558";"0.65";"0.05";"0";"4"
"";"";"";"0.4081865039354543";"0.9245283018867925";"0.4";"0.06666666666666667";"0";"2.75"
"";"";"";"0.30553727644341716";"0.95";"0.15";"0.05";"0";"3.25"
"";"";"";"0.5325220653909172";"0.96875";"0.25";"0.0625";"0";"2"
"";"";"";"0.3974429955934777";"0.9183673469387755";"0.26666666666666666";"0.06666666666666667";"0";"2.25"
"";"";"";"0.3946677641050705";"0.7945205479452054";"0.17647058823529413";"0.058823529411764705";"0";"3"
"";"";"";"0.3676112849623621";"0.9558823529411765";"0.17647058823529413";"0.058823529411764705";"0";"2.5"
"";"";"";"0.41519273664571743";"0.9726027397260274";"0.4444444444444444";"0.037037037037037035";"0";"3.25"
"";"";"";"0.16178608803696143";"0.8333333333333334";"0.0625";"0.0625";"0";"2"
"";"";"";"0.27361138965738047";"0.8541666666666666";"0.4375";"0.0625";"0";"2"
"";"";"";"0.5117042360826044";"0.8571428571428571";"0.3076923076923077";"0.07692307692307693";"0";"2.5"
"";"";"";"0.3673315657705658";"0.9342105263157895";"0.13333333333333333";"0.06666666666666667";"0";"3.5"
"";"";"";"0.5737904890478743";"0.96";"0.3076923076923077";"0.07692307692307693";"0";"3.25"
"";"";"";"0.5991648439116732";"0.9130434782608695";"0.29411764705882354";"0.058823529411764705";"0";"3"
"";"";"";"0.35682675615597903";"0.9210526315789473";"0.42105263157894735";"0.05263157894736842";"0";"3.25"
"";"";"";"0.1694848762234994";"1.0";"0.09090909090909091";"0.09090909090909091";"0";"2.25"
"";"";"";"0.30181267882371954";"0.8735632183908046";"0.23529411764705882";"0.058823529411764705";"0";"2.75"
"";"";"";"0.21960231639757416";"0.8863636363636364";"0.07692307692307693";"0.07692307692307693";"0";"2.75"
"";"";"";"0.32358575877878226";"0.9722222222222222";"0.06666666666666667";"0.03333333333333333";"0";"1.75"
"";"";"";"0.3157615000635149";"0.8333333333333334";"0.21428571428571427";"0.07142857142857142";"0";"3"
"";"";"";"0.23420655841672638";"0.9354838709677419";"0.125";"0.0625";"0";"3"
"";"";"";"0.33916400941696545";"0.775";"0.18181818181818182";"0.09090909090909091";"0";"2.75"
"";"";"";"0.5044763037766463";"0.9736842105263158";"0.3125";"0.0625";"0";"4"
"";"";"";"0.3123766414407607";"0.9230769230769231";"0.2222222222222222";"0.05555555555555555";"0";"2.25"
"";"";"";"0.40096587607226114";"0.8970588235294118";"0.16666666666666666";"0.05555555555555555";"0";"3"
